Index,Title,Supplier,Price,Category,Warranty,ModelNumber,Description,ImageUrl
104,Bếp hỗn hợp gas kết hợp điện Faber FB 2SE,Faber,6.672.000₫,Bếp gas âm,: 24 tháng,FB 2SE,"Bếp hỗn hợp gas kết hợp điện FaberFB 2SEthiết kế hiện đại với 3 vùng nấu gồm 2 bếp gas và 1 bếp điện kép tiện lợi, an toàn. Bếp sử dụng mặt kính Vitroceramic chịu lực và chịu nhiệt tốt khu vực bếp điện và mặt inox, kiềng tráng men tại khu vực bếp gas. Bếp cải tiến tính năng sử dụng mang đến cho người dùng những trải nghiệm hoàn toàn mới về dòng bếp hỗn hợp này.<br><br>Mô tả sản phẩmFB 2SEchi tiết:<br>- 1 bếp điện kép<br>1 siêu bếp Double High Light (2 vòng đốt)<br>Điều khiển bằng núm vặn<br>Mặt kính bằng chất liệu đặc biệt chịu nhiệt, chịu lực Vitroceramic<br>Điều khiển cảm ứng thông minh với 9 tốc độ cho mỗi bếp<br>Công suất bếp: 2000W/1100W<br>- 2 bếp gas<br>Mặt inox, kiềng tráng men<br>Linh kiện SABAF, Made in ITALY<br>Đánh lửa bằng điện<br>Hệ thống ngắt gas tự động an toàn<br>Công suất: 2*3800W<br>",2023-04-05-bep-hon-hop-faber-fb2se.png
105,Bếp gas âm Sevilla SV-308,Sevilla,5.370.000₫,Bếp gas âm,: 24 tháng,SV-308,"Bếp gas âm Sevilla SV-308là sản phẩm bếp gas âm thuộc thương hiệu nhà bếp Sevilla - Tây Ban Nha. Sản phẩm gốm có 3 lò nấu với 2 lò bằng nhau và 1 lò nấu nhỏ ở giữ.- Mặt bếp có màu đen dễ dàng lau chùi các vết bẩn, kính của bếp được làm từ kính chịu lực chịu nhiệt dày tới 8mm<br><br>- Bếp gas âmSevilla SV - 308có mâm chia lửa được làm đồng chịu lực chịu nhiệt, chống cong vênh. Pép chia lửa kiểu Á phù hợp với thói quen nấu nướng của ng dân Việt Nam nói riêng và ng châu Á nói chung. Mâm chia lửa của 2 bên lò nấu to là mâm chia lửa với 3 vòng lửa có tích hợp đầu hầm tiết kiệm gas. Riêng với lò nấu nhỏ ở giữa được thiết kế riêng với chế độ hầm phù hợp với nhu cầu nấu nướng đa dạng của ng sử dụng.- Mâm chia lửa cho ngọn lửa đẹp, xanh và đều. Tiết kiệm lượng gas 1 cách tối đa bên cạnh đó mâm chia lửa này có thể dễ dàng tháo rời, giúp việc vệ sinh lau chùi bếp trở nên dễ dàng hơn.- Kiềng của bếp được làm bằng gang đúc rất dày dặn... giúp chống trơn trượt đáy nồi và giữ nhiệt tốt, giả tiêu hao nhiệt lượng 1 cách tối đa.<br>Bếp gas âm Sevilla SV-308 tích hợp hệ thống ngắt gas tự động khi có sự cố - rất an toàn khi sử dụng.<br>Núm bật-tắt bằng kim loại dạng tròn màu đen, dễ dàng điều chỉ các mức nhiệt khi đun nấu<br>Sản phẩm có kích thước chuẩn gồm kích thước bếp:750x450x70mm và kính thước khoét đá: 680x380mm - Kích thước này, bếp phù hợp với hầu hết các không gian bếp. Tuy là bếp âm songbếp gas âmSevilla SV-308 có thể lắp đặt nổi trên kệ bếp nhờ 4 chân bếp được thiết kế thêm.Hiện tại, sản phẩm đang được bày bán tại Bếp 247.vn với giá ưu đãi nhất. Sản phẩm được bảo hành 24 tháng chính hãng Sevilla.<br>",2017-07-05-bepgaamsv308400.png
106,Bếp gas âm Napoliz NA-E600,Napoliz,3.450.000₫,Bếp gas âm,: 24 tháng,NA-E600,"Bếp gas âm cao cấpNapoliz<br><br>Model:NA-E600<br>Đặc tính sản phẩm:<br>* Kiềng gang đúc siêu bền.<br>* Mâm chia lửa bằng đồng Italy design<br>* Chế độ pép hầm tiết kiệm gas.<br>* Mặt kính chịu lực, chịu nhiệt dày 8mm, vát 4 cạnh<br>* Kiềng gang đúc chống trượt siêu bền<br>* Khay Inox dễ lau chùi.<br>* Tiết kiệm trên 30% gas<br>Chức năng an toàn:<br>* Cảm biến an toàn, tự động khóa gas Orkli ( Made in Italy)<br>* Kim đánh lửa siêu nhạy, dễ sử dụng.<br>Thông tin kỹ thuật:<br>* 2 lò nấu: 3,8+3,8KW<br>* Hệ thống đánh lửa bằng Pin ( 1,5V)<br>* Kích thước mặt kính : 750 x 450mm<br>* Kích thước khoét đá : 680 x 380mm<br>* Nhập khẩu chính hãng.<br>* Bảo hành 02 năm trên toàn Quốc.<br>",2017-07-09-fullna-e600400.png
107,Bếp gas âm Sevilla SV 720S,Sevilla,3.346.000₫,Bếp gas âm,: 24 tháng,Sevilla SV 720S,"Bếp gas âm Sevilla SV 720Slà bếp gồm 2 lò nấu có độ lớn bằng nhau. Bếp được trang bị hệ thống đánh lửa bằng PIN hiện đại nhất.Mặt kính màu đen sang trọng lịch sự dễ dàng nhận biết các vết bẩn, mặt kính được làm từ mặt kính chịu lực, chịu nhiệt với độ dày lên tới 8 mm.Thiết kế của bếp ( Kiềng + mâm chia lửa) của bếp kết hợp hài hòa giúp ngọn lửa tập trung vào đáy nồi, giảm tiêu hao lượng gas tiêu thụ.<br><br>Hình ảnhBếp ga âm Sevilla SV 720S<br>- Mâm chia lửa của bếp là mâm chia lửa kiểu Á - mâm chia lửa bằng đồng với 3 vòng lửa. Ngọn lửa xanh và đều. Tiết kiệm gas. Mâm chia lửa này có thể dễ dàng tháo rời tiện lợi cho công việc vệ sinh lau chùi bếp.- Kiềng của bếp là kiềng gang đúc dày dặn, chống trơn trượt đáy nồi khi nấu nướng đồng thời còn có tác dụng giữ nhiệt , giúp tiết kiệm gas.<br>- Bếp gas âm Sevilla SV 720S có tích hợp hệ thống ngắt gas tự động khi có sự cố nấu nướng ( trào nước, gió tạt...) rất an toàn cho người sử dụng.- Khay của bếp làm bằng hợp kim thép chống rỉ tăng độ bền cho sản phẩm.<br>Bếp có kích thước chuẩn với kích thước bếp: 730 x 430 mm và kích thước khoét đá: 680 x 380 mm. Với kích thước này, bếp phù hợp với hầu hết các không gian bếp của các hộ gia đình.Tuy là bếp gas âm, songbếp gas âm Sevilla SV 720có thể đặt nổi trên kệ bếp với 4 chân bếp được lắp rời.Hiện sản phẩmbếp ga âm Sevilla SV 720 đang được bày bán tại Bếp 247.vn với giá ưu đãi nhất. Sản phẩm được bảo hành 24 tháng của chính hãng Sevilla.<br>",2018-05-24-bep-ga-sv720400.jpg
108,Bếp Ga Âm Eurosun EU-GA275,Eurosun,3.512.000₫,Bếp gas âm,: 36 tháng,EU-GA275,,2017-07-10-eu-ga275-400.png
109,Bếp gas âm Sevilla SV 101,Sevilla,4.190.000₫,Bếp gas âm,: 24 tháng,SV 101,"Bếp gas là một thiết bị nhà bếp dường như không còn xa lạ với mỗi gia đình hiện nay, việc lựa chọn một chiếc bếp không chỉ giúp cho công việc nấu ăn hằng ngày được tiện lợi, nhanh chóng mà còn có nhiệm vụ tôn thêm cho vẻ đẹp không gian nội thất. Hiểu được điều đó, thương hiệu Sevilla đã thiết kế ra dòng sản phẩm bếp gas đôi âm kínhSV 101không chỉ được trang bị những chức năng nấu nướng vượt trội mà với vẻ đẹp sang trọng của của bếp sẽ giúp cho không gian sử dụng trở nên đẳng cấp hơn.<br><br>Những tính năng chính và ưu điểm:<br>+ Bếp gas đôi SevillaSV 101với bề mặt bằng kính cường lực có khả năng chịu lực và chịu nhiệt tốt. Bếp gas đôi  SV-101với núm xoay bằng hợp kim điều khiển dễ dàng cùng với hệ thống đánh lửa bằng Pin IC giúp đánh lửa nhanh và nhạy hơn so với kiểu đánh lửa khác.<br>+ Bếp gas đôi âm kính với 2 vùng nấu sẽ giúp bạn chế biến cùng lúc 2 món ăn nhanh chóng, vì vậy bạn có thể thoải mái chế biến nhiều món ăn ngon cho những người thân yêu trong gia đình mình. Ngoài ra, bếp còn được trang bị tính năng an toàn với cảm ứng ngắt gas tự động giúp người dùng yên tâm hơn khi sử dụng sản phẩm.<br>+ Bếp được làm với kiềng bếp bằng gang đúc chắc chắn, núm hợp kim siêu bền không bị mài mòn theo thời gian nên bạn có thể hoàn toàn yên tâm khi lựa chọn sản phẩm. Mâm chia lửa bằng đồng cao cấp siêu bền cùng họng dẫn gas bằng hợp kim nhôm phủ đồng không bị gỉ sét hoặc đóng cặn bụi trong suốt quá trình sử dụng bếp.<br><br>+ Bếp có chế độ Pép hầm tiết kiệm gas sẽ giúp tiết kiệm được khá nhiều lượng gas tiêu thụ mà vẫn mang lại những món ăn thơm ngon bổ dưỡng. Ngoài ra, với công nghệ tiết kiệm gas đến 30 % giúp bếp tiết kiệm lượng gas tiêu thụ hiệu quả.<br>Một số lưu ý khi sử dụng:<br>+ Đọc kỹ hướng dẫn trước khi sử dụng<br>+ Để xa tầm tay trẻ em<br>+ Kiểm tra lại bếp và bình ga trước khi nấu<br>+ Khóa ga cẩn thận sau khi sử dụng xong bếp<br>+ Lau chùi vệ sinh bếp gas sau khi sử dụng, nên dùng một chút nước rửa chén cùng khăn mềm để lau bề mặt kính.<br>+ Tránh va đập mạnh lên bề mặt bếp<br><br><br>",2022-09-17-bep-gas-am-sevilla-sv-101.png
110,Bếp ga Lorca TA 702C,Lorca,3.675.000₫,Bếp gas âm,: 24 tháng,TA 702C,"Bếp ga Lorca TA 702Ccho ngọn lửa xanh, tiết kiệm nhiên liệu với hệ thống linh kiện mâm chia lửa bằng đồng siêu bền, vành chia lửa có thể kiểm soát lửa nhỏ chính xác. Bếp ga Lorca TA 702C được trang bị mặt kính cường lực sang trọng, kết hợp với kiềng bếp bằng gang đúc chống dính, vừa có kiểu dáng đẹp , chắc chắn lại có độ bền cao.<br><br>Hình ảnh bếp ga Lorca TA 702C<br>Bếp ga Lorca TA 702Csử dụng an toàn với hệ thống cảm ứng chống tràn , thiết bị ngắt ga tự động (FFD) lắp âm trong từng bếp. Bếp ga Lorca TA 702C hiện đại với kỹ thuật lửa cân bằng , kỹ thuật góc ngọn lửa 25.50. Lượng gas tiêu thụ: 0.30 kg gas/h/lò, bếp dễ sử dụng và an toàn với nút điều khiển vặn cơ, hệ thống đánh lửa tự động ( Chốt đánh lửa an toàn) lắp âm cho mỗi bếp.<br>+ Tính năng Vượt Trội sản phẩm<br>- Bếp 02 lò bằng nhau<br>- Bề mặt bếp bằng kính đen chịu lực, chịu nhiệt dầy 8mm<br>- Đánh lửa tự động bằng PIN<br>- Mâm chia lửa kết cấu sạch<br>- Khay inox không gỉ<br>+ Thông số kỹ thuật<br>- Kích thước mặt kính: 760x450mm<br>- Kích thước khoét đá: 705x395mm<br>+ Tính năng an toàn<br>- Hệ Thống tự động ngắt gas an toàn<br>- Chống trào tự ngắt khi đun nấu<br>+ Chính sách Bảo Hành<br>- Bảo hành 2 năm chính hãng tại nhà.<br><br><br>",2018-05-18-bep-ga-lorca-ta909b400-1.jpg
111,Bếp Gas Âm Canzy CZ102R,Canzy,5.850.000₫,Bếp gas âm,: 24 tháng,CZ102R,"Được ứng dụng và phát triển công nghệ quản l‎ý và kỹ thuật tiên tiến của Italia,Bếp Gas âm CZ-102Rthu hút người tiêu dùng với kiểu dáng, mẫu mã đẹp mắt, sang trọng cùng những tính năng nổi bật như tiết kiệm tối đa lượng gas tiêu thụ, đảm bảo an toàn tuyệt đối, có độ bền cao…<br><br>ƯU ĐIỂM NỔI BẬT CỦA BẾP GAS ÂMCANZY CZ-102R:<br>Tiết kiệm nhiên liệu:Sản phẩm được trang bị bộ bát, bộ chia lửa Defendi Italy bằng đồng, giúp hoán đổi lò nấu, thêm lựa chọn nấu nướng cho người tiêu dùng.. Ngoài ra, bếp được thiết kế đặc biệt với bộ bát, pép đồng, cơ chế lửa tập trung, tiết kiệm nhiên liệu<br>An toàn tuyệt đối:Hệ thống ngắt gas tự động đặc biệt, đảm bảo an toàn tuyệt đối cho người sử dụng.<br>Độ bền cao:<br>- Chân sứ được cố định bằng đồng, hạn chế tuyệt đối hiện tượng gãy sứ trong sử dụng.<br>-  Kiềng gang chống trượt siêu bền, với kiềng gang giúp cho người tiêu dùng an tâm hơn khi đun nấu, hạn chế sự trơn trượt, đổ vỡ nồi nấu khác nhau.<br>- Bếp được sử dụng họng được làm từ hợp chất Antimon bền bỉ với thời gian trong môi trường oxy hóa cao, họng bếp được gia công bằng công nghệ cao (tiện CNC) tránh hiện tượng lọt khe lửa<br>Dễ dàng vệ sinh:Mặt kínhbếp gas âmđen không chỉ mang lại vẻ sang trọng cho gian bếp, mà còn có khả năng chịu lực, chịu nhiệt khi phải thường xuyên tiếp xúc với lửa, dễ dàng vệ sinh mặt kính bếp.<br>MỘT SỐ LƯU Ý KHI SỬ DỤNG BẾP GAS ÂM CANZY CZ-102R:<br>-       Đọc kỹ hướng dẫn trước khi sử dụng<br>-       Để xa tầm tay trẻ em<br>-       Kiểm tra lại bếp và bình ga trước khi nấu<br>-       Khóa ga cẩn thận sau khi sử dụng xong bếp<br>-       Lau chùi vệ sinh bếp gas sau khi sử dụng, nên dùng một chút nước rửa chén cùng khăn mềm để lau bề mặt kính.<br>-       Tránh va đập lên bề mặt bếp<br>",2017-05-26-bepgascanzycz102red400.jpg
112,Bếp gas âm Sevilla SV-108 Black,Sevilla,4.800.000₫,Bếp gas âm,: 24 tháng,SV-108 Black,"Bếp gas âm Sevilla SV-108là sản phẩm thuộc thương hiệu Sevilla Tây Ban Nha được nhập khẩu nguyên chiếc về Việt Nam. Bếp được cấu tạo với 2 lò nấu kiểuÁ,mặt kính màu đen chịu lực chịu nhiệt dày tới 8mm. Kiềng của bếp là kiềng rời được làm từ gang đúc siêu bền, có khả năng chống trơn trượt khi nấu.<br><br><br>Mâm chia lửa được làm từ đồng nguyên khối với 3 vòng lửa, có khả năng chống cong vênh và cho ra ngọn lửa có màu xanh, đều và đẹp ,lượng gas tiêu thụ chỉ 0,3kg/h/lò<br><br>Thiết kế dạng họng chia lửa bằng gang đúc siêu bền. Tích hợp hệ thống đánh điện bằng IC, hệ thống tự động ngắt gas an toàn. Khay chống chàn nước bằng inox không rỉ giúp dễ dàng vệ sinh khi nước tràn ra trong quá trình đun nấu.<br>Chia gas họng gang siêu bền, ra gas đều, không bị tắc như các loại bếp dùng hệ thống chia gas kim phun<br>Núm vặn màu đen dạng hình tròn khiến cho bếp trở nên mềm mại hơn và thao tác bật, tắt bếp dễ dàng hơn.<br>Bếp gas âmSevilla SV-108được trang bị hệ thống đánh lửa tự động bằng IC, có khả năng chống trào khi gặp nước, gió.... Kích thước mặt kính của bếp là 730mm x 430mm và kích thước khoét đá là 680mm x 380mm, kích thước này là quy chuẩn của hầu hết các hãng bếp hiện nay nên phù hợp với tất cả mọi diện tích đặt bếp. Dù là bếp âm nhưng ta hoàn toàn có thể đặt nổi nhờ 4 chân được lắp rời tháo lắp dễ dàng.Với thời gian bảo hành lên tới 24 tháng chính hãng SEVILLA, sản phẩmbếp gasmang thương hiệuSEVILLAlà 1 lựa chọn đúng đắn dành người tiêu dùng<br>",2017-07-05-bepgaamsv108b400.png
113,Bếp Ga Eurosun EU-GA272S,Eurosun,2.800.000₫,Bếp gas âm,: 24 tháng,EU-GA272S,"Bếp gas âm Eurosun EU-GA272Sthương hiệu Eurosun được nhập khẩu nguyên chiếc về Việt Nam Bếp gas âm có 2 lò nấu. Mặt kính đen dày 8mm chịu lực,chịu nhiệt cao. Với thiết kế tinh tế mang tới sự sang trọng trong không gian bếp nhà bạn. Bộ chia lửa kiểu Á với phần trên bằng đồng, thân dưới bằng kim loại có thể tháo dời dễ vệ sinh lắp đặt.<br><br>hình ảnh thực tế của bếp<br>ModelEU-GA272Scủa bếp ga được in trên phía dưới góc bên phải của bếp, đảm bảo hàng chính hãng. ngoài ra bếp được bảo hành 3 năm bằng tem điện tử thông minh, quỹ khách dễ dàng kích hoạt bảo hành lên tổng đài thông qua 1 tin nhắn với cú pháp ghi trên tem, việc bảo hành bằng tem điện từ giúp khách hàng không lo bị mất phiếu.<br><br>Bụng bếp được làm bằng khung thép sơn tĩnh điện chống rỉ, giúp bụng bếp bền lâu hơn các dòng bếp gas thông thường. Dưới bụng được thiết kế 4 chân đế, để khách hàng có thể dễ dàng để dương trên mặt đá mà không cần phải cắt đá. Bếp sử dụng hệ ngắt ga từ động Orkli của Tây Ban Nha. Lượng ga tiêu thụ là 0.23kg/h<br><br>Với mức giá chưa tới 3tr thì bếp gaEurosun EU-GA272Schắc chắn là lựa chọn không thể tốt hơn với căn bếp của mọi gia đình.<br><br>",2017-07-10-eu-ga272s-400.png
114,Bếp Ga Âm Eurosun EU-GA280,Eurosun,3.880.000₫,Bếp gas âm,: 36 tháng,EU-GA280,,2020-04-10-bepgasameurosuneuga280.png
115,Bếp ga âm Grasso GS11-208,Grasso,3.300.000₫,Bếp gas âm,: 24 tháng,GS11-208,"Bếp gas âm Grasso GS 11- 208an toàn, tiết kiệm gas hiệu quả trong quá trình nấu nướng, hệ thống ngắt gas tự động đảm bảo tránh tình trạng rò rỉ gas khiến bạn hoàn toàn yên tâm. Sản phẩm có kích thước nhỏ gọn, lắp âm tiết kiệm không gian, gam màu đen nổi bật, sang trọng hơn cho không gian. Mặt kính có khả năng chịu lực, chịu nhiệt tốt, chống trầy xước hiệu quả.<br>Thiết kế 2 vùng bếp nấu bằng nhau, điều khiển băng núm vặn trực quan cho từng vùng,bếp gas âm Grassocho phép bạn chế biến đồng thời nhiều món khác nhau mà không lo tốn thời gian. Kiềng gang đúc siêu bền, chống trượt tốt, có thể tháo rời vệ sinh sạch sẽ khi cần thiết.<br><br><br>Màu: đen.<br>- Bếp 2 lò, kiểu bát á, 2 bên bằng nhau, có pép hầm<br>- Cảm ứng (FFD) ngắt gas tự động, an toàn, tiết kiệm mang thương hiệu TBN.<br>- Kiềng gang đúc siêu bền<br>- Hệ thống đánh lửa bằng Pin (IC)<br>- Kính Temper chịu lực, chịu nhiệt, dày 8mm nên rất bền và đẹp ngoài ra dễ dàng vệ sinh và lau chùi.<br>- Khay SGCC công nghệ mới, cấu trúc vững chắc.<br>- Lượng gas tiêu thụ 0.48 kg gas/h/lò x2.<br>- Kích thước bếp: 730*430*70 mm<br>- KT khoét đá: 680*375mm<br>",2017-08-14-bepgaamgrassogs11-208400.jpg
116,Bếp Gas Âm Canzy CZ102B,Canzy,5.650.000₫,Bếp gas âm,: 24 tháng,CZ102B,"Được ứng dụng và phát triển công nghệ quản l‎ý và kỹ thuật tiên tiến của Italia,Bếp Gas âm CZ-102Bthu hút người tiêu dùng với kiểu dáng, mẫu mã đẹp mắt, sang trọng cùng những tính năng nổi bật như tiết kiệm tối đa lượng gas tiêu thụ, đảm bảo an toàn tuyệt đối, có độ bền cao…<br><br><br>ƯU ĐIỂM NỔI BẬT CỦA BẾP GAS ÂMCANZY CZ-102B:<br>Tiết kiệm nhiên liệu:Sản phẩm được trang bị bộ bát, bộ chia lửa Defendi Italy bằng đồng, giúp hoán đổi lò nấu, thêm lựa chọn nấu nướng cho người tiêu dùng.. Ngoài ra, bếp được thiết kế đặc biệt với bộ bát, pép đồng, cơ chế lửa tập trung, tiết kiệm nhiên liệu<br>An toàn tuyệt đối:Hệ thống ngắt gas tự động đặc biệt, đảm bảo an toàn tuyệt đối cho người sử dụng.<br>Độ bền cao:<br>- Chân sứ được cố định bằng đồng, hạn chế tuyệt đối hiện tượng gãy sứ trong sử dụng.<br>-  Kiềng gang chống trượt siêu bền, với kiềng gang giúp cho người tiêu dùng an tâm hơn khi đun nấu, hạn chế sự trơn trượt, đổ vỡ nồi nấu khác nhau.<br>- Bếp được sử dụng họng được làm từ hợp chất Antimon bền bỉ với thời gian trong môi trường oxy hóa cao, họng bếp được gia công bằng công nghệ cao (tiện CNC) tránh hiện tượng lọt khe lửa<br>Dễ dàng vệ sinh:Mặt kínhbếp gas âmđen không chỉ mang lại vẻ sang trọng cho gian bếp, mà còn có khả năng chịu lực, chịu nhiệt khi phải thường xuyên tiếp xúc với lửa, dễ dàng vệ sinh mặt kính bếp.<br>MỘT SỐ LƯU Ý KHI SỬ DỤNG BẾP GAS ÂM CANZY CZ-102B:<br>-       Đọc kỹ hướng dẫn trước khi sử dụng<br>-       Để xa tầm tay trẻ em<br>-       Kiểm tra lại bếp và bình ga trước khi nấu<br>-       Khóa ga cẩn thận sau khi sử dụng xong bếp<br>-       Lau chùi vệ sinh bếp gas sau khi sử dụng, nên dùng một chút nước rửa chén cùng khăn mềm để lau bề mặt kính.<br>-       Tránh va đập lên bề mặt bếp<br>",2017-05-27-bepgacanzycz102b400.jpg
117,Bếp Gas Âm Teka CGW LUX-86 TC 3G AI AL 2TR CI,Teka,21.730.000₫,Bếp gas âm,: 36 tháng,CGW LUX-86 TC 3G AI AL 2TR CI,"Bếp ga Teka CGW LUX 86 TC 3G AI AL 2TR CI– dòng bếp gas âm cao cấp mang lại sự tiện nghi,cho người sử dụng, tích hợp những tính năng ưu việt của châu Âu. Bếp ga CGW LUX 86 3G AI AL DR sẽ giúp việc nấu nướng dễ dàng và thuận tiện hơn, thay thế loại bếp đun nấu truyền thống.<br>Được thiết kế với kiểu dáng hiện đại, Bếp có 3 bếp nấu riêng biệt với từng mức công suất để bạn lựa chọn nấu nướng phù hợp. Điều khiển bằng nút vặn trực quan, kiềng bếp bằng gang có thể sử dụng cho chảo đáy trũng. Mặt kính bếp gaTeka CGW LUX 86 TC 3G AI AL 2TR CIcao cấp màu đen được vát cạnh tinh tế, chịu nhiệt, chịu lực tốt. Bên cạnh đó bếp sở hữu hệ thống ngắt gas tự động bằng từ tuyệt đối an toàn cho gia đình bạn.<br><br><br><br>",2017-11-09-bep-gas-teka-gk-lux-86-3g-ai-al.jpeg
118,Bếp ga âm Napoliz NA-36G1,Napoliz,3.100.000₫,Bếp gas âm,: 24 tháng,NA-36G1,"Bếp ga âm Napoliz NA 36G1là dòng sản phẩm sử dụng toàn bộ linh kiện nhập khẩu Italy và lắp ráp tại nước thứ 3.Bếp ga âm Napoliz NA 36G1 gồm 2 bếp nấu có chế độ Pép hầm tiết kiệm gas, sử dụng mâm chia lửa đồng nên có độ bền cao bởi đồng có khả năng chịu nhiệt độ cao, chống cong vênh.Tương tự các dòng bếp gas âm nhập khẩu Italy, bếp gas Napoliz NA 36G1 cũng được trang bị hệ thống van an toàn, cảm ứng ngắt gas tự động khi nước trào. Hệ thống đánh lửa Pin siêu nhạy, bếp sẽ hoạt động sau 3 giây khi bạn nhấn nút điều chỉnh trên mặt bếpVề kiểu dáng, Bếp ga âmNapoliz NA 36G1có bề mặt bếp bằng kính chịu lực, màu đen sáng bóng, hệ thống kiềng gang đúc siêu bền, khay bếp bằng Inox cao cấp thuận tiện cho việc lau chùi vệ sinh bếp.Với sản phẩm bếp gas âm Napoliz NA 36G1, an toàn, tiết kiệm mang lại cho gia đình bạn những bữa ăn ngon.<br><br>Bếp âm Napoliz 02 lò nấu ( 03+ 03 vòng lửa)*  Model: NA-36G1* Kiềng gang đúc siêu bền.* Kiểu bát chia lửa bằng đồng chống cong vênh* Chế độ pép hầm tiết kiệm gas.* Hệ thống đánh lửa pin xoay* Cảm ứng ngắt gas tự động,an toàn.* Mặt kính chịu lực, chịu nhiệt dày 8mm* Kích thước mặt kính : 760 x 455mm* Kích thước khoét đá : 685 x 365mmBếp ga âm Napoliz nhập khẩutừ Italy với nhiều kiểu dáng, mẫu mã chắc chắn sẽ làm hài lòng tới mọi quý khách. Để tìm mua sản phẩm bếp gas chính hãng Napoliz, quý khách vui lòng ghé qua trực tiếp showroom Bếp 247.vn chi nhánh Hà Nội.<br>",2017-07-10-na-36g1400.png
119,Bếp gas âm Sevilla SV-228 xanh đen,Sevilla,5.516.000₫,Bếp gas âm,: 24 tháng,SV-228 xanh đen,"Bếp gas âm SevillaSV-228 CARO:<br><br>- Chế độ Pép hầm tiết kiệm gas.- Mâm chia lửa Somipress - Made in Italy.- Kiềng đúc bằng gang siêu bền.- Cảm ứng ngắt gas tự động siêu an toàn, Hệ thông đánh lửa bằng PIN ( IC)- Mặt kính chịu lực, chịu nhiệt dày 8mm.- Lượng gas tiêu thụ 0,3kg /h / Lò.- Kích thước nặt kính 750x450 mm- Kích thước khoét đá 680x380 mm<br>",2017-07-05-bepgaamsv228xd400.png
120,Bếp gas âm Lorca TA 909B,Lorca,4.543.000₫,Bếp gas âm,: 24 tháng,TA 909B,"Bếp ga Lorca TA 909Bđược sản xuất dựa trên dây chuyền công nghệ hiện đại của Châu Âu với cấu tạo gồm 2 bếp, mỗi bên bếp đều sử dụng mâm chia lửa bằng đồng siêu bền, có vành chia lửa có thể kiểm soát lửa nhỏ chính xác, mâm chia lửa bằng đồng được thiết kế theo kiểu mâm bát với 2 vòng lửa, có chế độ thu về một vòng lửa. Với chế độ thu về 1 vòng lửa này, ngọn lửa sẽ được thu nhỏ lại và tập trung vào đáy nồi, nhiệt lượng sẽ không bị thất thoát ra bên ngoài, tiện lợi cho việc ninh hầm mà không sợ hao phí gas.<br><br>Hình ảnh bếp gas Lorca TA 909B<br>Bếp 02 lò (02 lò to + 01 lò nhỏ)<br>Chế độ pép hầm tiết kiệm gas<br>Hệ thống đánh lửa kép bằng pin<br>Kiềng gang đúc an toàn<br>Cảm ứng ngắt gas nhiệt điện an toàn<br>Mặt kính Tempered, mép kính bo tròn sang trọng<br>Bộ lọc tạp chất ga<br>Khay inox không gỉ<br>Mâm chia lửa kết cấu đồng nguyên khối chắc chắn<br>Kích thước mặt kính: 760x450mm<br>Kích thước khoét đá: 705x295mm<br><br><br>",2018-05-18-bep-ga-lorca-ta909b400.jpg
121,Bếp ga Lorca TA 828C,Lorca,3.550.000₫,Bếp gas âm,: 24 tháng,TA 828C,"LORCA  là thương hiệu nối tiếng đến từ Tây Ban Nha với dòng  bếp ga,trong đó có dòng bếp gas âm.Theo sát nhu cầu của mọi khách hàng,bếp gas Lorca cho ra rất nhiều thiết kế mới để phục vụ tốt cho quý khách.Đi đôi với nhiều sản phẩm mới thì bếp gas Lorca không quên nâng cao chất lượng ,uy tín.Bếp gas âm Lorca TA 828Clà model mới nhất mà bếp ga Lorca muốn gửi đến cho khách hàng lần này.<br><br>Hình ảnh bếp ga Lorca TA 828C<br>Bếp ga Lorca TA 828Ccho ngọn lửa xanh, tiết kiệm nhiên liệu với hệ thống linh kiện mâm chia lửa bằng đồng siêu bền, vành chia lửa có thể kiểm soát lửa nhỏ chính xác. Bếp ga Lorca TA 828C được trang bị mặt kính cường lực sang trọng, kết hợp với kiềng bếp bằng gang đúc chống dính, vừa có kiểu dáng đẹp , chắc chắn lại có độ bền cao.Bếp ga Lorca TA 828C sử dụng an toàn với thiết bị ngắt ga tự động (FFD) lắp âm trong từng bếp.Bếp ga Lorca TA 828Chiện đại với kỹ thuật lửa cân bằng , kỹ thuật góc ngọn lửa 25.50. Lượng gas tiêu thụ: 0.30 kg gas/h/lò.Bếp ga Lorca TA 828C dễ sử dụng và an toàn với nút điều khiển vặn cơ, hệ thống đánh lửa tự động ( Chốt đánh lửa an toàn) lắp âm cho mỗi bếp.<br>Thông số kỹ thuậtBếp 02 lò: 02 lò bằng nhauChế độ pép hầm tiết kiệm gasMâm chia lửa bằng đồngKiềng gang đúc siêu bềnCảm ứng ngắt ga tự động, an toàn,Hệ thống đánh lửa pic(IC)Mặt kính chịu lực, chịu nhiệu dầy 8mmLượng gas tiêu thụ: 0.30 kg gas/h/lòKích thước mặt kính: 760x450 mmKích thước khoét đá: 690 x 380 mm<br><br>Hình ảnh bản vẽ bếp ga Lorca TA 828C<br>",2018-05-18-bep-ga-lorca-ta828c400.png
122,Bếp Gas Cata LCI 702,Cata,4.620.000₫,Bếp gas âm,: 24 tháng,LCI 702,,2017-05-01-bepgascatalci702x400x400x4.png
123,Bếp Gas Cata LCI 912,Cata,5.040.000₫,Bếp gas âm,: 24 tháng,LCI912,,2017-05-01-bepgascatalci912x400x400x4.png
